Year,month,Departament,Municipality,IDPs
2008,January,Tolima,Villahermosa,0
2008,January,Chocó,Istmina,199
2008,January,Arauca,Arauca,0
2008,January,Nariño,Samaniego,225
2008,January,Cauca,Páez (Belalcazar),418
2008,January,Cauca,Páez (Belalcazar),418
2008,February,Nariño,Samaniego,0
2008,February,Valle del Cauca,San Pedro,800
2008,February,Antioquia,Valdivia,350
2008,February,Antioquia,Nechí,500
2008,February,Chocó,Quibdó,300
2008,February,Antioquia,Tarazá,3500
2008,February,Antioquia,Tarazá,0
2008,February,Córdoba,Puerto Libertador,0
2008,February,Córdoba,Tierralta,0
2008,March,Nariño,Córdoba,0
2008,March,Meta,Mapiripan,0
2008,March,Meta,Mapiripan,0
2008,March,Chocó,Istmina,500
2008,March,Magdalena,Santa Marta,1
2008,March,Antioquia,Nechí,320
2008,March,Meta,Mapiripan,93
2008,March,Chocó,Bajo Baudó (Pizarro),313
2008,March,Cauca,Toribío,0
2008,March,Antioquia,Ituango,0
2008,March,Arauca,Arauca,0
2008,March,Nariño,Córdoba,52
2008,March,Córdoba,Puerto Libertador,300
2008,March,Córdoba,Puerto Libertador,1
2008,March,Antioquia,Ituango,0
2008,March,Cauca,López (Micay),25
2008,March,Bolivar,Simití,0
2008,April,Santander,Barrancabermeja,0
2008,April,Nariño,La Llanada,22
2008,April,Antioquia,Dabeiba,30
2008,April,Antioquia,Dabeiba,30
2008,April,Antioquia,Tarazá,500
2008,April,Guaviare,San José del Guaviare,0
2008,April,Cauca,Argelia,0
2008,April,Nariño,Mosquera,300
2008,May,Chocó,Bajo Baudó (Pizarro),0
2008,May,Chocó,Medio Baudó,0
2008,May,Chocó,Bagadó,0
2008,May,Tolima,Venadillo,0
2008,May,Norte de Santander,Tibú,0
2008,May,Putumayo,Puerto Asís,150
2008,May,Tolima,Ibagué,40
2008,May,Cesar,Valledupar,1
2008,May,Nariño,Policarpa,0
2008,May,Putumayo,San Miguel,3
2008,May,Putumayo,San Miguel,9
2008,May,Putumayo,San Miguel,2
2008,May,Nariño,Cumbitara,0
2008,May,Vichada,La Primavera,0
2008,June,Antioquia,Zaragoza,527
2008,June,Antioquia,Zaragoza,0
2008,June,Antioquia,Murindó,17
2008,June,Antioquia,Chigorodó,84
2008,June,Nariño,Olaya Herrera,0
2008,June,Magdalena,Santa Marta,400
2008,June,Chocó,El Litoral de San Juan,0
2008,June,Chocó,El Litoral de San Juan,0
2008,June,Santander,Barrancabermeja,0
2008,June,Córdoba,Tierralta,0
2008,June,Nariño,Barbacoas,0
2008,June,Chocó,Bagadó,200
2008,July,Córdoba,Tierralta,135
2008,July,Nariño,Mosquera,0
2008,July,Antioquia,San Rafael,0
2008,July,Antioquia,Anorí,5
2008,July,Antioquia,Valdivia,702
2008,July,Antioquia,Valdivia,1217
2008,July,Antioquia,Valdivia,1102
2008,July,Nariño,Ipiales,60
2008,July,Nariño,Barbacoas,110
2008,July,Arauca,Tame,0
2008,July,Norte de Santander,El Tarra,0
2008,July,Chocó,Alto Baudó (Pie de Pato),0
2008,August,Chocó,Bajo Baudó (Pizarro),0
2008,August,Chocó,Alto Baudó (Pie de Pato),0
2008,August,Chocó,Alto Baudó (Pie de Pato),300
2008,August,Nariño,Policarpa,0
2008,August,Cauca,López (Micay),0
2008,August,Meta,Mapiripan,84
2008,August,Chocó,Medio Baudó,0
2008,August,Córdoba,Tierralta,0
2008,September,Chocó,Bajo Baudó (Pizarro),70
2008,September,Córdoba,Puerto Libertador,0
2008,September,Guaviare,San José del Guaviare,0
2008,September,Antioquia,Anorí,1800
2008,September,Antioquia,Anorí,900
2008,September,Tolima,Mariquita,0
2008,September,Antioquia,Anorí,0
2008,September,Cauca,Timbiquí,0
2008,September,Cauca,Timbiquí,0
2008,September,Antioquia,Urrao,285
2008,September,Antioquia,Urrao,300
2008,September,Cauca,Timbiquí,0
2008,September,Valle del Cauca,Buenaventura,0
2008,September,Santander,Vélez,0
2008,October,Putumayo,Villagarzón,280
2008,October,Bolivar,Santa Rosa,0
2008,October,Meta,Mapiripan,200
2008,October,Antioquia,Tarazá,61
2008,October,Nariño,Roberto Payán (San José),0
2008,October,Putumayo,Puerto Asís,0
2008,October,Valle del Cauca,Buenaventura,60
2008,October,Valle del Cauca,Buenaventura,4069
2008,November,Antioquia,Tarazá,0
2008,November,Chocó,Bahía Solano (Mútis),0
2008,November,Antioquia,Apartadó,0
2008,November,Putumayo,Puerto Leguízamo,0
2008,November,Antioquia,Zaragoza,0
2008,November,Putumayo,Puerto Guzmán,0
2008,December,Caquetá,Puerto Rico,0
2008,December,Bolivar,Santa Rosa del Sur,0
2009,January,Cauca,Toribío,0
2009,January,Cauca,Toribío,0
2009,January,La Guajira,Uribia,86
2009,January,Chocó,Alto Baudó (Pie de Pato),0
2009,January,Risaralda,Pereira,0
2009,February,Nariño,Ricaurte,0
2009,February,Chocó,Río Iró,0
2009,February,Antioquia,Urrao,0
2009,March,Chocó,Alto Baudó (Pie de Pato),0
2009,March,Cauca,López (Micay),150
2009,March,Nariño,Guachavés,0
2009,March,Nariño,Mosquera,29
2009,March,Nariño,Mosquera,30
2009,March,Antioquia,Tarazá,47
2009,March,Cauca,Caldono,0
2009,March,Antioquia,Tarazá,0
2009,March,Chocó,Bajo Baudó (Pizarro),270
2009,March,Chocó,Bajo Baudó (Pizarro),130
2009,March,Nariño,El Charco,1000
2009,March,Arauca,Tame,20
2009,April,Chocó,Alto Baudó (Pie de Pato),0
2009,April,Antioquia,Medellín,10
2009,April,Nariño,Ipiales,0
2009,April,Chocó,Unguía,0
2009,May,Bolivar,San Pablo,0
2009,May,Córdoba,San Pelayo,0
2009,May,Córdoba,San Pelayo,0
2009,May,Arauca,Arauca,0
2009,May,Santander,El Playón,150
2009,May,Córdoba,San Pelayo,0
2009,May,Cesar,Chiriguaná,0
2009,May,Antioquia,Dabeiba,18
2009,May,Chocó,Nuquí,0
2009,May,Antioquia,Carolina,0
2009,June,Cesar,Agustín Codazzi,0
2009,June,Nariño,Puerres,51
2009,June,Arauca,Tame,72
2009,June,Nariño,San Juan de Pasto,250
2009,June,Antioquia,Ituango,682
2009,June,Cesar,Agustín Codazzi,5
2009,June,Cesar,Agustín Codazzi,10
2009,June,Antioquia,Ituango,682
2009,July,Antioquia,Ituango,0
2009,July,Córdoba,Tierralta,21
2009,July,Córdoba,Tierralta,21
2009,July,Córdoba,Montelíbano,224
2009,July,Norte de Santander,Teorama,0
2009,July,Antioquia,Mutatá,0
2009,August,Cauca,Buenos Aires,3800
2009,August,Cauca,López (Micay),3800
2009,August,Antioquia,Medellín,0
2009,August,Chocó,Bajo Baudó (Pizarro),0
2009,August,Nariño,Magüi (Payán),0
2009,August,Risaralda,Pueblo Rico,70
2009,September,Córdoba,San José de Uré,0
2009,September,Nariño,Tumaco,0
2009,September,Chocó,Bajo Baudó (Pizarro),188
2009,September,Bolivar,San Pablo,84
2009,September,Nariño,Tumaco,0
2009,September,Cauca,Guapí,212
2009,September,,,654
2009,September,Antioquia,Sonsón,0
2009,September,Antioquia,Medellín,0
2009,October,Risaralda,Pueblo Rico,0
2009,October,Huila,Colombia,0
2009,October,Córdoba,Tierralta,400
2009,October,Córdoba,Tierralta,53
2009,October,Bogotá D.C.,Bogotá D.C.,15
2009,October,Valle del Cauca,Buenaventura,110
2009,November,Nariño,Barbacoas,0
2009,November,Valle del Cauca,Buenaventura,134
2009,November,Valle del Cauca,Buenaventura,200
2009,November,Córdoba,Montelíbano,0
2009,November,Cauca,Argelia,41
2009,December,Tolima,Icononzo,35
2009,December,Antioquia,Cáceres,57
2009,December,Antioquia,Medellín,20
2010,January,Nariño,La Tola,0
2010,January,Chocó,Alto Baudó (Pie de Pato),150
2010,January,Antioquia,Cáceres,55
2010,January,Chocó,Alto Baudó (Pie de Pato),155
2010,January,Arauca,Tame,13
2010,January,Chocó,Bajo Baudó (Pizarro),1
2010,February,Antioquia,Cáceres,29
2010,February,Chocó,Bajo Baudó (Pizarro),1081
2010,February,Antioquia,Cáceres,4
2010,February,Antioquia,Cáceres,7
2010,February,Antioquia,Cáceres,7
2010,February,Antioquia,Cáceres,6
2010,February,Antioquia,Cáceres,5
2010,February,Antioquia,Urrao,55
2010,February,Chocó,Bajo Baudó (Pizarro),1500
2010,February,Nariño,Olaya Herrera,300
2010,February,Córdoba,Tierralta,42
2010,March,Antioquia,Urrao,55
2010,March,Córdoba,Montelíbano,50
2010,March,,,130
2010,March,Cauca,Caloto,435
2010,March,Nariño,Policarpa,41
2010,March,Chocó,Bajo Baudó (Pizarro),300
2010,April,Antioquia,Ituango,890
2010,April,Antioquia,Ituango,2
2010,April,Cesar,Aguachica,8
2010,April,Cesar,Aguachica,13
2010,April,Cesar,Aguachica,23
2010,April,Chocó,Istmina,265
2010,April,Nariño,Tumaco,68
2010,April,Chocó,Istmina,179
2010,April,Antioquia,Ituango,65
2010,April,Guaviare,San José del Guaviare,26
2010,April,Cauca,Toribío,0
2010,May,Cauca,Caloto,0
2010,May,Córdoba,Tierralta,81
2010,May,Bogotá D.C.,Bogotá D.C.,80
2010,May,Caquetá,Florencia,24
2010,May,Caquetá,Florencia,34
2010,May,Valle del Cauca,Buenaventura,300
2010,May,Putumayo,Puerto Asís,250
2010,May,Arauca,Arauca,0
2010,May,Arauca,Arauquita,0
2010,June,Arauca,Tame,0
2010,June,Antioquia,Medellín,32
2010,June,Nariño,Tumaco,130
2010,July,Córdoba,Montelíbano,90
2010,August,Nariño,El Charco,0
2010,August,Chocó,El Litoral de San Juan,300
2010,August,Cauca,Caloto,200
2010,August,Antioquia,Nechí,480
2010,August,Antioquia,Medellín,51
2010,August,Cauca,Caloto,380
2010,August,Córdoba,Tierralta,295
2010,August,Chocó,Medio Baudó,250
2010,August,Antioquia,Medellín,40
2010,August,Córdoba,Planeta Rica,20
2010,August,Meta,El Castillo,75
2010,August,Meta,El Castillo,75
2010,September,Córdoba,Tierralta,20
2010,September,Tolima,Anzoátegui,25
2010,September,Chocó,El Carmen de Atrato,31
2010,September,Bolivar,Cartagena,10
2010,September,Nariño,Olaya Herrera,260
2010,October,Nariño,El Charco,0
2010,October,Córdoba,Puerto Libertador,0
2010,October,Antioquia,Medellín,75
2010,October,Antioquia,Zaragoza,50
2010,October,Nariño,El Charco,67
2010,October,Cauca,Timbiquí,26
2010,October,Caquetá,San Vicente del Caguán,18
2010,October,Nariño,El Charco,29
2010,October,Antioquia,Medellín,49
2010,November,Chocó,Acandí,12
2010,November,Chocó,Medio Baudó,53
2010,December,La Guajira,Barrancas,0
2010,December,La Guajira,Barrancas,250
2011,January,Meta,Vista Hermosa,65
2011,January,Córdoba,Tierralta,272
2011,January,Córdoba,Tierralta,0
2011,January,Cauca,Caloto,2
2011,January,Antioquia,Anorí,0
2011,January,Chocó,Ríosucio,52
2011,February,Cauca,Timbiquí,150
2011,February,Chocó,Río Iró,90
2011,February,Chocó,Medio Atrato,213
2011,February,Córdoba,Tierralta,0
2011,February,Córdoba,Tierralta,25
2011,February,Córdoba,Planeta Rica,20
2011,February,Córdoba,Montelíbano,0
2011,March,Putumayo,San Miguel,10
2011,March,Chocó,Bajo Baudó (Pizarro),1081
2011,March,Córdoba,Tierralta,60
2011,March,Valle del Cauca,Buenaventura,800
2011,March,Norte de Santander,Sardinata,0
2011,April,Antioquia,Zaragoza,0
2011,April,Chocó,Unguía,80
2011,April,Córdoba,Montelíbano,0
2011,April,Nariño,El Charco,0
2011,April,Nariño,El Charco,330
2011,April,Cauca,Timbiquí,0
2011,April,Nariño,Policarpa,75
2011,April,Antioquia,Cáceres,95
2011,April,Córdoba,Puerto Libertador,325
2011,April,Cauca,Inzá,0
2011,May,Chocó,Quibdó,44
2011,May,Putumayo,Puerto Leguízamo,0
2011,May,Putumayo,Puerto Asís,40
2011,May,Cauca,Corinto,0
2011,May,Chocó,Bagadó,23
2011,May,Cauca,Caloto,150
2011,June,Antioquia,Chigorodó,80
2011,June,Córdoba,Montelíbano,70
2011,June,Huila,Colombia,0
2011,June,Cesar,Agustín Codazzi,5
2011,June,Cesar,Agustín Codazzi,9
2011,June,Bolivar,San Pablo,0
2011,July,Córdoba,Montelíbano,0
2011,July,Córdoba,Puerto Libertador,0
2011,July,Bolivar,San Pablo,60
2011,July,La Guajira,Maicao,32
2011,July,Nariño,Barbacoas,303
2011,August,Córdoba,Montelíbano,60
2011,August,Córdoba,Montelíbano,25
2011,August,Valle del Cauca,Pradera,170
2011,August,Córdoba,Tierralta,500
2011,August,Córdoba,Tierralta,200
2011,August,Cauca,Argelia,1200
2011,August,Chocó,Bajo Baudó (Pizarro),55
2011,August,Nariño,Roberto Payán (San José),35
2011,August,Antioquia,Medellín,31
2011,August,Chocó,Acandí,0
2011,August,Meta,Puerto Concordia,79
2011,September,Cauca,Santander de Quilichao,100
2011,September,Antioquia,Nechí,25
2011,September,Nariño,El Rosario,50
2011,September,Nariño,Magüi (Payán),60
2011,September,Nariño,Cumbitara,0
2011,September,Valle del Cauca,Bolívar,0
2011,September,Valle del Cauca,Buenaventura,125
2011,September,Chocó,Medio San Juan (ANDAGOYA),0
2011,September,Cauca,Suárez,0
2011,September,Cauca,Argelia,82
2011,September,Nariño,Leiva,25
2011,September,Cauca,Timbiquí,218
2011,October,Córdoba,Montelíbano,95
2011,October,Cauca,Suárez,0
2011,October,Antioquia,Amalfi,60
2011,October,Córdoba,Montelíbano,180
2011,October,Córdoba,Tierralta,60
2011,October,Antioquia,Medellín,36
2011,November,Cauca,Morales,440
2011,November,Cauca,Caloto,181
2011,November,Cauca,Caloto,155
2011,November,Cauca,Caloto,150
2011,November,Meta,Mapiripan,55
2011,November,Chocó,Medio Baudó,56
2011,November,Chocó,Medio Baudó,0
2011,November,Cauca,Caloto,60
2011,November,Nariño,Barbacoas,50
2011,November,Chocó,Bajo Baudó (Pizarro),51
2011,December,Valle del Cauca,Pradera,70
2011,December,Chocó,Bagadó,65
2011,December,Chocó,Medio Baudó,61
2011,December,Cauca,Timbiquí,60
2011,December,Nariño,Barbacoas,215
2011,December,Antioquia,Tarazá,0
2011,July,Tolima,Líbano,13
2011,July,Arauca,Fortúl,68
2012,January,Nariño,El Charco,450
2012,January,Cundinamarca,Soacha,55
2012,January,Norte de Santander,Tibú,55
2012,January,Meta,Mapiripan,212
2012,January,Valle del Cauca,Pradera,400
2012,January,Norte de Santander,El Tarra,0
2012,January,Magdalena,Ciénaga,0
2012,January,La Guajira,Maicao,40
2012,February,Norte de Santander,El Tarra,797
2012,February,Boyacá,Puerto Boyacá,55
2012,February,Chocó,Medio Baudó,43
2012,February,Tolima,Chaparral,0
2012,February,Córdoba,Montelíbano,0
2012,February,Cauca,Guapí,0
2012,February,Chocó,El Carmen de Atrato,0
2012,February,Meta,Puerto Concordia,63
2012,February,Chocó,Atrato (Yuto),30
2012,February,Norte de Santander,El Tarra,340
2012,February,Cauca,Caloto,0
2012,February,Cauca,Caloto,0
2012,February,Cauca,Caldono,0
2012,February,Cauca,Caloto,0
2012,February,Cauca,Caldono,120
2012,February,Nariño,Ricaurte,0
2012,February,Antioquia,Ituango,20
2012,March,Cauca,Timbiquí,0
2012,March,Cauca,Timbiquí,0
2012,March,Antioquia,Vigía del Fuerte,0
2012,March,Córdoba,Montelíbano,0
2012,March,Nariño,Tumaco,53
2012,March,Cauca,Miranda,0
2012,March,Putumayo,Valle del Guamuez,250
2012,March,Cauca,Timbío,4
2012,March,Nariño,Tumaco,79
2012,March,Norte de Santander,Chitagá,22
2012,March,Chocó,Atrato (Yuto),0
2012,March,Chocó,Ríosucio,0
2012,April,Cauca,Caloto,193
2012,April,Nariño,Olaya Herrera,0
2012,April,Cauca,Miranda,210
2012,April,Córdoba,Montelíbano,0
2012,April,Cauca,Corinto,0
2012,April,Cauca,Caloto,0
2012,April,Antioquia,Medellín,0
2012,April,Cauca,Morales,0
2012,April,Antioquia,Medellín,0
2012,May,Caquetá,Puerto Rico,65
2012,May,Antioquia,Yarumal,85
2012,May,Antioquia,Toledo,0
2012,May,Antioquia,Toledo,0
2012,May,Cauca,Guapí,81
2012,May,Cauca,Guapí,118
2012,May,Antioquia,Remedios,0
2012,May,Cauca,Miranda,0
2012,May,Cauca,Miranda,0
2012,May,Cauca,Miranda,0
2012,May,Cauca,Toribío,0
2012,May,Nariño,Roberto Payán (San José),0
2012,May,La Guajira,Maicao,0
2012,May,Cauca,Miranda,0
2012,May,Risaralda,Pueblo Rico,100
2012,May,Antioquia,Segovia,75
2012,June,,,0
2012,June,Antioquia,Medellín,60
2012,June,Antioquia,Medellín,14
2012,June,Antioquia,Medellín,8
2012,June,Antioquia,Medellín,12
2012,June,Antioquia,Medellín,3
2012,June,Cauca,Timbiquí,0
2012,June,Cauca,Miranda,3
2012,June,Nariño,Leiva,399
2012,June,Antioquia,Medellín,0
2012,July,Cauca,Argelia,0
2012,July,Cauca,Suárez,0
2012,July,Risaralda,Pueblo Rico,0
2012,July,Bolivar,Santa Rosa del Sur,250
2012,July,Cauca,Miranda,0
2012,July,Cauca,Santander de Quilichao,0
2012,July,Cauca,Miranda,0
2012,July,Cauca,Toribío,0
2012,July,Chocó,Bagadó,0
2012,July,Putumayo,Puerto Asís,0
2012,August,Valle del Cauca,Buenaventura,150
2012,August,Antioquia,Segovia,0
2012,August,Córdoba,Tierralta,0
2012,August,Nariño,Tumaco,0
2012,August,Cauca,Caloto,0
2012,August,Cauca,Caloto,0
2012,August,Antioquia,Segovia,34
2012,August,Antioquia,Segovia,5
2012,August,Antioquia,Segovia,24
2012,August,Antioquia,Andes,30
2012,September,Nariño,Roberto Payán (San José),0
2012,September,Nariño,Sotomayor (Los Andes),110
2012,September,Guaviare,San José del Guaviare,40
2012,September,Chocó,Medio Baudó,0
2012,September,Nariño,Policarpa,0
2012,September,Antioquia,Ituango,0
2012,September,Valle del Cauca,Buenaventura,0
2012,September,Nariño,El Charco,880
2012,September,La Guajira,Fonseca,0
2012,September,Cauca,Morales,0
2012,September,Putumayo,Puerto Asís,70
2012,September,Nariño,Ricaurte,0
2012,September,Nariño,Tumaco,0
2012,October,Córdoba,Tierralta,15
2012,October,Antioquia,Medellín,75
2012,October,Norte de Santander,San Calixto,0
2012,October,Nariño,Policarpa,0
2012,October,Valle del Cauca,Buenaventura,0
2012,October,Cauca,Morales,0
2012,October,Nariño,Policarpa,0
2012,October,Valle del Cauca,Pradera,42
2012,October,Cauca,Suárez,292
2012,October,Córdoba,Montelíbano,135
2012,November,Valle del Cauca,Buenaventura,169
2012,November,Valle del Cauca,Buenaventura,93
2012,November,Valle del Cauca,Buenaventura,181
2012,November,Antioquia,Remedios,0
2012,November,Antioquia,Segovia,0
2012,November,Valle del Cauca,Pradera,0
2012,November,Cauca,Morales,0
2012,November,Cauca,Suárez,0
2012,November,Nariño,Ricaurte,203
2012,November,Antioquia,Remedios,297
2012,November,Antioquia,Medellín,0
2012,November,Norte de Santander,Sardinata,390
2012,November,Cauca,El Tambo,0
2012,November,Cauca,Caloto,0
2012,November,Cauca,Caloto,225
2012,November,Valle del Cauca,Buenaventura,661
2012,November,Cauca,Argelia,0
2012,November,Cauca,Caloto,65
2012,November,Antioquia,Medellín,10
2012,November,Cauca,Corinto,0
2012,November,Cauca,Corinto,1500
2012,November,Cauca,Caloto,0
2012,November,Antioquia,Medellín,0
2012,November,Antioquia,Medellín,110
2012,November,Norte de Santander,El Tarra,0
2012,November,Antioquia,Vigía del Fuerte,0
2012,November,Antioquia,Vigía del Fuerte,0
2012,November,Atlántico,Barranquilla,0
2012,November,Córdoba,Tierralta,145
2012,December,Chocó,Tadó,0
2012,December,Chocó,Tadó,593
2012,December,Nariño,Ricaurte,0
2012,December,Antioquia,Medellín,107
2012,December,Nariño,Ricaurte,0
2012,December,Magdalena,Santa Marta,27
2012,December,Chocó,Quibdó,101
2012,December,Magdalena,Santa Marta,95
2012,December,Magdalena,Santa Marta,93
2012,December,Córdoba,Tierralta,0
2012,December,Magdalena,Santa Marta,139
2013,January,Chocó,El Litoral de San Juan,706
2013,January,Chocó,El Litoral de San Juan,454
2013,January,Córdoba,Tierralta,72
2013,January,Antioquia,Vegachí,98
2012,February,Cauca,Caloto,0
2012,March,Cauca,Timbiquí,0
2012,March,Cauca,Miranda,0
2012,March,Cauca,Guapí,0
2012,March,Chocó,Ríosucio,100
2012,April,Chocó,Carmen del Darién (CURVARADÓ),29
2012,April,Cauca,Caloto,0
2012,April,Valle del Cauca,Buenaventura,528
2012,April,Cauca,Miranda,0
2012,April,Chocó,El Litoral de San Juan,510
2012,April,Cauca,Corinto,0
2012,April,Cauca,Caloto,0
2012,April,Cauca,Caloto,0
2012,April,Cauca,Morales,0
2012,April,Cauca,Suárez,0
2012,May,Cauca,Guapí,0
2012,May,Cauca,Miranda,0
2012,May,Cauca,Miranda,0
2012,May,Chocó,Bagadó,107
2012,May,Chocó,Bagadó,650
2012,June,Cauca,Caloto,0
2012,June,Cauca,Timbiquí,0
2012,July,Cauca,Argelia,0
2012,July,Chocó,Bagadó,19
2012,July,Chocó,Bagadó,51
2012,July,Cauca,Suárez,0
2012,July,Cauca,Jambaló,0
2012,July,Cauca,Jambaló,0
2012,July,Cauca,Miranda,0
2012,July,Cauca,Toribío,0
2012,July,Cauca,Toribío,0
2012,July,Cauca,Caloto,0
2012,July,Chocó,Bagadó,657
2012,July,Chocó,Bagadó,1503
2012,August,Cauca,Suárez,0
2012,August,Valle del Cauca,Buenaventura,175
2012,August,Cauca,Guapí,0
2012,August,Cauca,Corinto,0
2012,August,Cauca,Caloto,0
2012,September,Chocó,Medio Baudó,202
2012,September,Cauca,Morales,0
2012,October,Valle del Cauca,Buenaventura,263
2012,October,Cauca,Morales,0
2012,October,Cauca,Suárez,0
2012,October,Valle del Cauca,Buenaventura,626
2012,October,Valle del Cauca,Buenaventura,2413
2012,November,Valle del Cauca,Buenaventura,169
2012,November,Valle del Cauca,Buenaventura,181
2012,November,Cauca,Caloto,0
2012,November,Cauca,Caloto,0
2012,November,Cauca,Caloto,0
2012,November,Cauca,Corinto,0
2012,December,Chocó,Tadó,469
2012,December,Chocó,Bajo Baudó (Pizarro),1234
2013,January,Chocó,Bajo Baudó (Pizarro),403
2013,January,Valle del Cauca,Calí,80
2013,January,Nariño,Tumaco,0
2013,January,Cauca,Argelia,57
2013,January,Cauca,Suárez,400
2013,January,Putumayo,Puerto Asís,4
2013,January,Nariño,Magüi (Payán),226
2013,February,Valle del Cauca,Buenaventura,288
2013,February,Nariño,Leiva,452
2013,February,Guaviare,San José del Guaviare,150
2013,February,Cauca,López (Micay),80
2013,February,Cauca,López (Micay),80
2013,February,Cauca,López (Micay),160
2013,February,Cauca,López (Micay),200
2013,February,Cauca,Morales,525
2013,February,Valle del Cauca,Buenaventura,257
2013,February,La Guajira,Riohacha,100
2013,February,Cauca,Buenos Aires,106
2013,February,Chocó,Bagadó,125
2013,February,Nariño,Ricaurte,0
2013,March,Cauca,Suárez,0
2013,March,Cauca,Guapí,800
2013,March,Antioquia,Tarazá,199
2013,March,Antioquia,Tarazá,15
2013,March,Antioquia,Tarazá,236
2013,March,Cauca,Suárez,102
2013,March,Antioquia,Ituango,85
2013,March,Nariño,Barbacoas,273
2013,March,Córdoba,Tierralta,67
2013,March,Cauca,Timbiquí,0
2013,March,Valle del Cauca,Buenaventura,60
2013,March,Antioquia,Medellín,552
2013,April,Córdoba,Tierralta,60
2013,April,Cauca,Argelia,120
2013,April,Antioquia,Medellín,80
2013,April,Nariño,Leiva,65
2013,April,Putumayo,Puerto Asís,190
2013,May,Nariño,Tumaco,320
2013,May,Antioquia,Medellín,95
2013,May,Nariño,Tumaco,244
2013,May,Putumayo,Orito,122
2013,May,Chocó,El Carmen de Atrato,63
2013,June,Antioquia,Armenia,38
2013,June,Chocó,Ríosucio,56
2013,June,Cauca,Suárez,0
2013,June,Cauca,Argelia,300
2013,June,Cauca,Guapí,0
2013,January,Antioquia,Turbo,48
2013,January,Antioquia,Medellín,27
2013,February,Antioquia,Remedios,43
2013,May,Cauca,Caloto,40
2013,May,Chocó,Ríosucio,115
2013,May,Nariño,Roberto Payán (San José),44
2013,May,Antioquia,Turbo,47
2013,June,Caquetá,Milán,200
2013,June,Chocó,Sipí,0
2013,June,Valle del Cauca,Buenaventura,60
2013,June,Norte de Santander,Ocaña,120
2013,June,Cauca,Suárez,444
2013,July,Norte de Santander,El Tarra,42
2013,July,Norte de Santander,El Tarra,24
2013,July,Cauca,Buenos Aires,0
2013,August,Chocó,Nuquí,182
2013,August,Putumayo,Valle del Guamuez,80
2013,August,Cauca,Toribío,350
2013,August,Nariño,Leiva,500
2013,August,Cauca,Toribío,90
2013,August,Chocó,Bojayá (Bellavista),7
2013,August,Chocó,Bojayá (Bellavista),21
2013,August,Chocó,Bojayá (Bellavista),30
2013,August,Chocó,El Carmen de Atrato,121
2013,August,Córdoba,Tierralta,73
2013,August,Córdoba,Tierralta,209
2013,August,Córdoba,Tierralta,74
2013,September,Norte de Santander,Sardinata,300
2012,January,Cundinamarca,Soacha,80
2013,October,Cauca,Buenos Aires,0
2013,October,Nariño,Ricaurte,50
2013,November,Valle del Cauca,Buenaventura,6000
2013,October,Nariño,Ricaurte,0
2013,October,Chocó,Bagadó,96
2013,October,Antioquia,El Bagre,612
2013,November,Cauca,Miranda,75
2013,November,Cauca,Miranda,326
2013,November,Cauca,Toribío,0
2013,November,Córdoba,Tierralta,18
2013,November,Córdoba,Tierralta,5
2013,November,Córdoba,Tierralta,58
2013,November,Antioquia,Tarazá,0
2013,November,Cauca,Toribío,0
2013,December,Cauca,Toribío,0
2013,December,Antioquia,Medellín,48
2014,January,Nariño,Ricaurte,1120
2014,January,Chocó,Ríosucio,25
2014,January,Chocó,Ríosucio,49
2014,January,Cauca,Toribío,74
2014,January,Valle del Cauca,Buenaventura,191
2014,January,Valle del Cauca,Buenaventura,75
2014,January,Putumayo,Puerto Asís,50
2014,February,Norte de Santander,El Tarra,25
2014,February,Norte de Santander,El Tarra,49
2014,February,Norte de Santander,El Tarra,29
2014,February,Cauca,Buenos Aires,259
2014,February,Chocó,Medio Atrato,33
2014,February,Chocó,Medio Atrato,23
2014,February,Chocó,Medio Atrato,10
2014,February,Chocó,Medio Atrato,28
2014,February,Cauca,Jambaló,646
2014,February,Nariño,Francisco Pizarro,400
2014,February,Nariño,Cumbitara,98
2014,March,Cauca,Buenos Aires,510
2014,March,Cauca,Morales,75
2014,March,Valle del Cauca,Buenaventura,173
2014,March,Cauca,Guapí,66
2014,March,Cauca,Guapí,21
2014,March,Cauca,Guapí,61
2014,March,Cauca,Guapí,20
2014,March,Valle del Cauca,Buenaventura,589
2014,March,Cauca,Toribío,138
2014,March,Cauca,Toribío,16
2014,March,Cauca,Toribío,3
2014,March,Cauca,Toribío,9
2014,March,Cauca,Toribío,7
2014,March,Cauca,Guapí,229
2014,March,Cauca,Guapí,18
2014,March,Cauca,Guapí,143
2014,March,Nariño,Tumaco,443
2014,March,Cauca,Guapí,0
2014,April,Cauca,Guapí,54
2014,April,Cauca,Guapí,269
2014,April,Guaviare,San José del Guaviare,20
2014,April,Guaviare,San José del Guaviare,19
2014,April,Norte de Santander,San Calixto,72
2014,April,Norte de Santander,San Calixto,38
2014,April,Putumayo,Villagarzón,274
2014,April,Valle del Cauca,Buenaventura,112
2014,May,Chocó,Alto Baudó (Pie de Pato),2006
2014,April,Norte de Santander,San Calixto,113
2014,April,Norte de Santander,San Calixto,58
2014,May,Nariño,Barbacoas,49
2014,March,Cauca,El Tambo,160
2014,June,Chocó,Alto Baudó (Pie de Pato),0
2014,June,Chocó,Quibdó,109
2014,June,Chocó,Quibdó,93
2014,June,Norte de Santander,San Calixto,188
2014,June,Norte de Santander,San Calixto,202
2014,June,Norte de Santander,San Calixto,241
